,Name,Rating,Date,Review
60,Buttermilk & Bourbon,4 star rating,7/26/2021,"found myself here with a group on a saturday late afternoon. we went in with no reservation and were told to either come back at 10p for a table or sit at the bar, so we chose the bar

staff was quick and ordering was efficient. i started out with dessert first because i didn't want a large meal. chose the beignets because i had heard they were pretty good here. i think they were hyped up too much because i didn't think they were anything special and tasted reminiscent of the fried dough with powdered sugar you can get at town fairs. after finishing those, i found myself still hungry so went for the new orleans bbq shrimp. this dish was amazing and made up for the lackluster beignets. i've never had grits before and the texture took a while to get used to but the sauce that this dish has is perfect with the grits. i also wish there were more shrimp instead of just 4. i quickly ate all the shrimp and was left with a bunch of grits at the end. still a great dish though! 

good place, nice ambiance, good vibe and friendly staff. would come back"
61,Buttermilk & Bourbon,3 star rating,7/6/2021,"I had high hopes for Buttermilk & Bourbon, and while I enjoyed my meal I don't think I'd return. We went on a warm Sunday around noon and were able to make a 2pm reservation. The hostess was very helpful. When we came back at 2, we had a table on the sidewalk patio. 

The outdoor space is very nice, it's a pretty quiet street without too much traffic. We ordered the Big Freedia and Frozen Voodoo drink, both were very good and refreshing! Very fun brunch drinks. 

For food, we got the warm honey glazed biscuits and chicken and waffles to share. The fried chicken was amazing, hot and fresh and flavorful. The carbs were a little disappointing though. The biscuits were HUGE, but only the glazed outside parts had much flavor. The cheese and butter spread helped but I felt like the biscuits were lacking some natural flavor. The waffles were a little soft and soggy, they tasted good but didn't have the right crispy texture I want from waffles. I did really like the watermelon on the side. 

The kitchen seemed really backed up and our food came out in a weird order. We got a side of scrambled eggs first, a long wait, then our two drinks, another wait, and then the rest of the food. We also ordered a side of bacon that never came. Our server was very nice and took it off our tab. 

Overall, a nice Sunday brunch with really good drinks! I probably wouldn't come back for just the food though."
62,Buttermilk & Bourbon,5 star rating,9/6/2021,"One of the only restaurants in Boston I know that serves good southern food. We ordered a multitude of items, including the BBQ Shrimp, Boneless Thighs Nashville hot, Nashville Hot Alligator fries, Slow Roasted Baby Back Ribs, and the bread pudding for dessert. Everything was delicious, and the Nashville hot alligator and chicken had a great kick. Our entrees for 4 totaled about $100, which is a great value considering the quality and variety. Our waitress was also very kind and attentive.

My only complaint is we ordered a lemonade and iced tea. The lemonade was very bitter and the iced tea was watery. I would caution against non alcoholic drinks and request ""light ice"" for any drinks. Otherwise, great experience!"
63,Buttermilk & Bourbon,2 star rating,7/1/2021,"While the food here might be okay the service was snooty and parking was atrocious. I got the burnt waffles, dry fried chicken and old watermelon. They get two stars because the beignets and churro ice cream were awesome. I won't be back in a hurry. If I do, I hope to update this review."
64,Buttermilk & Bourbon,4 star rating,8/24/2021,"Came here with reservations on a Monday afternoon. We were seated on time by the friendly hostess. It was a comfortable ambience with simply decorated plants located about. 

We ordered family style including the simple roasted mushroom toast, Nashville hot alligator fries, chicken wings in sweet & spicy sauce, crawfish etoufee hand pies, New Orleans BBQ shrimp, and baby kale salad for some additional greens. I liked the variety of mushrooms used for the toast as well it being a hearty slice. We had the alligator served on the side of the fries due to a food preference in which everyone enjoyed by itself. The alligator reminded me of perfectly fried popcorn chicken. We were surprised the wings were coated in the sauce as opposed to served on the side as it did cause the skin to be on the soggy side. The flavors themself were not as complementary as other sweet & spicy sauces I've had. I liked the crawfish pies as the dough held their shape well but would have preferred a spicy Mayo or more creamy sauce as opposed to the regular Mayo and red hot served. When eating the shrimp and grits, I found it to be incredibly salty and heavy. Definitely would pass on in the future. They ran out of ricotta for the kale salad but I'm not sure how much of a difference it would have made as I found it to fall flat of being a well balanced in taste and texture. 

Our dessert was the fresh fried beignets with chocolate. The name is accurate as they were hot from the fryer but lacked the satisfying chewy dough aspect as it was very airy. It would have better matched the heavy chocolate sauce on the side as well.

Overall, decent experience with a friendly waitress. Would want to come again knowing which dishes I enjoyed and to try some of their drinks."
65,Buttermilk & Bourbon,3 star rating,8/22/2021,Not bad. But also not New Orleans. Not that they said it would be. The hand pies were mostly celery and did were quite reminiscent of etouffe as I'd hoped. The dri KS were great . The NO bbq shrimp was aiight but I thought it was a little heavy on the BBQ. It completely overpowered the grits. The chicken sliders were awesome. I wished I had gotten the chicken dish. Service was good. It's small plates and tapas so keep that in mind.
66,Buttermilk & Bourbon,5 star rating,3/15/2022,"Absolutely ammaazzzzimg food and service (Fernando was our sever)! I mean, just phenomenal!"
67,Buttermilk & Bourbon,5 star rating,7/3/2021,"Great spot in Back Bay, consistently great food, drinks and service. Fried chicken crispy and not greasy. Baked goods sweet. Drinks hurricane, soft serve Prosecco, very next level. Outdoor vibe great o a nice day. Right side back room is a bit dark and stuffy. Service always top notch. Has something for every taste bud. Definitely one of our regular family spots."
68,Buttermilk & Bourbon,5 star rating,12/22/2020,"I came here for brunch during the random 60 degree December Sunday this year. We had an outside table with a time limit of 90 minutes. Unfortunately, everyone and their mother was in Back Bay that day (pandemic be damned) and it took forever to find parking. By the time I was able to get to the table, we only had a small amount of time left, so my friend placed a share order for us while I circled around in my car.

We had a couple of bloody marys that were quite good and came with a large shrimp to munch on. My next drink was the Whodi Smash (bourbon, lemon, blackberry, mint) which was fairly light, but tasty. A good brunch drink.

For food, we shared the beignets (almost like they came out of New Orleans!) and the fried chicken and waffles. The portions were quite large and perfect for sharing. We got 3 large pieces of chicken and a normal sized cheddar waffle. There were a couple of sauces (sweet and spicy syrup and honey butter) and a side of watermelon. I do wish there was a ""normal"" syrup, but I didn't ask, so maybe that could have been added or substituted. The food was quite good and I wish I had a chance to taste more dishes. I'll try to come back soon!"
69,Buttermilk & Bourbon,5 star rating,4/4/2022,Very delicious tapas-style dishes! The fried chicken was the best I've ever had. We also loved the New Orleans style shrimp. The cocktails were also sooo delicious. 10/10 would come back
70,Buttermilk & Bourbon,4 star rating,3/6/2022,"I went and they had no fried foods, so my review is a bit lacking; however, *almost* everything I had was flavorful and delicious. FYI: this is a small plates restaurant 

The octopus, short rib mac and cheese, and glazed biscuits were cooked perfectly and my favorite part of the meal. The octopus was so tinder and I really enjoyed the smokey flavor. Classic biscuit and cinnamon butter combo, hits every time. The pimento butter wasn't my favorite, but it might be yours. 

I wouldn't recommend their oysters, raw or cooked, definitely can find better elsewhere. Service was nice, drinks were pretty good and a little strong, which is a plus for me. Have to update when I can try the fried foods. Give it a try for a fun dinner with friends, great place for sharing food and having nice conversations."
71,Buttermilk & Bourbon,2 star rating,5/28/2021,"If this was suppose to be one of Boston's best restaurants, I can the hear the  crowd of food critics chanting,  ""o-v-e-r-r-a-t-e-d!!"" First of all, I want to give the customer service a half-star because they came to work today. Other than that,  I was unimpressed with the care and attention they gave their customers. I rode a blue bike from South Station to BackBay because I was expecting this restaurant to blow me away with an excellent service and food. The pictures on their website made the food look tantalizing and raised my expectations. But from my first impression with customer service,  to my last impression with tasting the food, I was extremely disappointed. It felt like I was in an episode of ""Restaurant Catfish,"" if that's a real show. 

Here's a summary of my experience:

I was told that there was no more seating because they  ""overbooked"" - even  though there were numerous empty seats without a wave of customers flooding into the restaurant. So, I decide to order take out because I had to try the food that was well advertised. I was especially interested in the ""signature chicken"" and the ""shrimp with grits"". I ordered those items and patiently waited for thirty minutes hoping that the delicious food will cleanse mental palette from the  bad customer service experience. When I received my food, I started with eating the ""shrimp and grit."" As the combination of flavors hit my palette, my high expectation came crashing down from a potential five stars restaurant to a one star. I couldn't believe it - so I tried a second bit hoping my palette was lying on me. Sad to say, this was truthful reality - the food was salty and flavors were well below average. The best part of this dish was the texture of the grits - it was cooked well. The flavor combination was not good. 

Now, I definitely had a negative perception of this restaurant because good restaurants are suppose to serve tasty food, no matter what you order from the menu. Since the food was bad, my assumption was the signature chicken was definitely be  ""over hyped"" by the pictures. I tried to clear my mind of these negative assumptions as I sunk my teeth into the chicken. I remembered the comment the receptionist made as I ordered, ""Sir, you will looove this chicken."" As the flavor hit my palette, I thought to myself, ""I do not like this chicken."" It had a freezer burn taste that's suppose to be cleaned off good fried chicken and the popular ""Nashville Hot"" flavor was wack.  I apologize for this hard criticism, but this is my honest perception - especially when a restaurant is over hyped. May it was this  bravado that contributed to the lack of attention to excellent service and good on this day. The great ones are humble, confident, and consistently excellent. I hope they were just having a bad day, because today, I have to say this place will receive a two stars from me. Cheesecake Factory is better by far. I may come back again after making a reservation ""two weeks"" in advance - by the way I am writing this review on a bench in a park near the restaurant and it still have not rained yet. I could have paid a good tip by eating at their outdoor seating, but instead they lost the tip and a good customer."
72,Buttermilk & Bourbon,4 star rating,8/19/2021,"Came here for birthday drinks with a few friends. The cocktails were really fun - I started with a B&B Hurricane with came topped with liquid nitrogen and was delicious. I also had the Tipitina (I think) which was topped with a rock candy lollipop.

We were told that 1-2 plates per person were the norm, so as a group of 3, we got 6 items.

We got the wings with Nashville hot seasoning and white BBQ sauce. The Nashville hot was good, the white BBQ was fine but they originally made them plain and gave us the sauce on the fine. Not sure how they taste when made correctly.

We also had the pulled pork croquettes (delicious), the roasted jalapeno mac & cheese (the star of the show), the salmon hushpuppies (a special of the day. They were good, but not spectacular), and finally, the shrimp & grits (so good).

I would give them five stars BUT we ordered oysters and didn't get them for over 20 minutes so canceled them.

They did give us a very tiny cup of mocha ice cream as we were celebrating a birthday.

All in all, I would return and give them another chance. The food was good after all, a 7/10 in my book."
73,Buttermilk & Bourbon,2 star rating,9/19/2021,"The two stars are really only earned for the service. We ate here after hearing so many people speak of it, but honestly I wish we saved our money and went elsewhere. We ordered five items honey glazed biscuits, crawfish etouffee handpies, pulled pork croquettes, chicken sliders, and alligator hot fries. 

Honey Glazed Biscuits: Tragically the best part of the meal but that's not saying much. The biscuits are decent and have a nice blend of sweet and savory served with pimento cheese, cinnamon sugar butter, and flaky salt on top. 

Crawfish Etouffee Handpie: Do yourself a favor and skip this! This dish is just a series of flavors that don't go together. Outside wrapper is a masa dough that fries up crisp but just does not match with the cajun flavors of etouffee. The etouffee is underwhelming on its own and is mostly bell peppers and onions. The few pieces of crawfish you do get are dry and over cooked. The dish is paired with mayo and hot sauce which just adds to the taste bud confusion when eating but doesn't really add much else.

Pulled Pork Croquettes: Another skip. Nice crispy panko breaded exterior and reminds me a bit of arancini but less enjoyable. Taste is like a pork green chile served with bbq sauce than pulled pork itself. The ball is 90% rice 5% peppers and 5% pork. Textures are again nice but flavors were a total miss for us.

Chicken Sliders: If you really have to eat here, then this is not the worst thing, but it's certainly not the most amazing chicken sandwich even when comparing to the cheaper counterparts (popeyes, wendy's, etc). Chicken itself is painfully bland and overcooked. The sandwich itself relies heavily on the bacon jam and pickles to add flavor which personally made it quite bland especially when you get a bit with only chicken.

Gator hot fries: Another ""if you have to order something"" dish. When fresh I could imagine this being tasty, but this dish was lukewarm when brought to the table. Fries had started to go soggy and the gator is, again, overcooked but this time well seasoned. Didn't love the addition of the pimento cheese but overall not the worst.

Overall notes:
- food was not hot when we dined here. It was lukewarm at best for the majority of our dishes
- flavors don't pair well together 
- if you're in search of the punchy cajun flavors this is NOT your place. Save your money and go elsewhere."
74,Buttermilk & Bourbon,4 star rating,11/10/2021,"We walked into Buttermilk & Bourbon after calling to see if there was room at the bar. They happened to have a table open they offered us if we could eat within an hour 1/2. No problem! Since highland fried closed down near us we have been looking for fried chicken to satisfy the cravings. 

The whole ambiance is super cool and feels like you've been transported out from a basement in boston to New Orleans. The staff and waiters were very attentive. We skipped the biscuits because they were only offered in tins of 4 - but I'm sure that was a mistake after seeing them pass by. 

We tried a few different dishes - they suggested 2-3 per person. We had the fried chicken (a little dry and not very crispy) and the gator fries (pretty tasty! But I wish there was more sauce). The bbq shrimp grits were maybe my favorite. I loved dipping the fries in the leftover grits. The ribs were pretty tasty as well! 

I had very high expectations for this place but overall it was pretty delicious and a great feel. I would bring visitors here for a night of small plates and drinks."
75,Buttermilk & Bourbon,4 star rating,7/11/2021,"A friend recommended this place to me when I was in town so I went with a group and had the best time!

I always find tapas places are great for groups because they offer a wide variety of dishes for everyone to try. This isn't a traditional tapas place and they definitely don't serve traditional Spanish food but what we did have was delicious. Namely, the black eyed pea hummus, the kale salad, and the sliders. 

The food took a little longer to come out but the servers made sure they were candid about running behind and got us ample drinks while we waited. 

For me, the cocktails were the best part of the night. The drinks were creative and well balanced. I got the passionfruit cocktail and my boyfriend got a negroni. Everyone at the table ordered a second of their drink, they were all incredible. The bar program here is clearly well-run.

All in all, it's a great spot!"
76,Buttermilk & Bourbon,5 star rating,7/10/2021,"A Garden level patio, this place is the perfect spot for a brunch with friends! 

Service was great, the tapas were large. I would actually consider some of these full size meals - we ordered way too many and would've been good with 1.5 each but everything we ordered was delicious. My personal favorites were the honey buns, and the hand pies but you couldn't go wrong with anything!"
77,Buttermilk & Bourbon,1 star rating,4/10/2022,"Went in with my girlfriend and we sat in the lounge room. First thing server spilled water on my girlfriend but things happen, the problem is he barely cleaned up the water at all I had to clean it up. The part that really got me is I got tequila on the rocks and a cocktail. Took Almsot 15-20 minutes to get it while the server served a new table a bottle a wine and an other table drinks before us. When I got my drink my ice in my tequila was melted and made the actual alcohol deluded. Shows that The server had a lack of awareness of when the bartender finished the drinks.  Also the food runner slammed our biscuits on the table and left. When I got my food it was fine. Food was actually very taste just we also had fly flying around our food. To top it all off when I went to tip the server in cash, I was counting the money in my wallet, he just stood there starting at me instead of taking care of his other tables VERY uncomfortable and awkward. The food was good just service it's self was very very terrible. Our server was a young man with an accent and tattoo band around his arm. I'm a bartender and have been in the industry for years. And I never had such a terrible service experience ever. I usually sit at the bar. But this sever just needs better training"
78,Buttermilk & Bourbon,4 star rating,3/27/2022,"tasty! a creative yet slightly overpriced take on southern food. decor/atmosphere is nice, and the location (right next to newbury st) is unbeatable. had mediocre service when seated on the patio during a busy day. biscuits are memorable and would recommend the hummus. I would come back, but I probably won't make this a regular go-to."
79,Buttermilk & Bourbon,4 star rating,1/2/2022,"Definitely considered fine dining to me.  It can be expensive but worth it and I guess it depends on how much you're ordering if you're like me and you eat with your eyes first the menu was going to get you going always tasty selections with details in the descriptions that make them seem irresistible. Food is stunning, both the appetizers and inside the restaurant. The ambiance is very welcoming and charming. The desserts are always a hit they change up but the beignets are always there and you won't frown while you're eating those."
80,Buttermilk & Bourbon,5 star rating,12/9/2021,You had me at Buttermilk & Bourbon. This place is just plain fun. The decor is eclectic and the overall environment is relaxed and easy with excellent service.  The menu is diverse but not too complex. It's a lot of fun as group to order a bunch of shareables. The bourbon list was quality and the cocktail menu has something for everyone. Fantastic venue for team dinners!
81,Buttermilk & Bourbon,5 star rating,11/11/2021,"We walked in to get a quick ""snack"" while walking touring Boston. Everything we had was so good! Wish we could come back but we live a few states away xD the warm honey glazed biscuits with the two spreads are amazing. We got the chicken sliders and oysters - also very good! Drinks were on point! Definitely recommend."
82,Buttermilk & Bourbon,5 star rating,7/20/2021,"Amazing food, amazing service, amazing everything! I was first hesitant to try their alligator fries considering it was real alligator meat but it's so yummy that I didn't care afterward. Their baby back ribs literally fell off the bone so easily (no knives or munching needed). It also had this corn mash thing on the bottom that was the perfect amount of sweet and tangy, just amazing. Their fried chicken was alright, not the best but not bad. Their beignets though, redeemed the meal again since it was absolutely to die for!!  

10/10 MUST TRY!"
83,Buttermilk & Bourbon,4 star rating,4/26/2021,"Came here on a Friday night for a birthday! Street parking only!

The inside was much bigger than I imagined :) The food here is tapas style, I love that you can try so many things without feeling like you need to stick to just your own plate. Make sure you ask for extra utensils for serving if you need :)

We brought our own cake, they charge a $3 per slice cake cutting fee! 

Then we went on to order drinks and food. The Alligator Fries, don't question it. Just get it! The fried alligator literally tastes and feels like fried chicken. The fries though, super crispy, hot and that sauce on top, PERFECT! Get 2 if you're in a group ;)

I really liked the texture of the mac and cheese, where the cheese was super melty and not thickkkkk. The beignets were super freshhh I only wish they were as big as the ones from Cafe Du Monde :)

Overall, I enjoyed my time here :) A bit pricey but considering location and style, its about right."
84,Buttermilk & Bourbon,2 star rating,10/10/2021,"The BAD, the GOOD, and the UGLY.
I like to take a day or two before I review an experience in an effort to stay as fact based and as objective as I possibly can (recognizing that reviews are inherently subjective); my experience was poor as the quality of the service and the food were poor. 

I'm in Boston, hanging out with my son. His birthday was yesterday and we decided to celebrate here. Here are the highlights:

1) Parking was challenging but persistence paid off. We found a spot on the street 2 1/2 blocks away.

2) I made reservations in the Open Table app stressing that it was a Celebratory  event, and requested a nice table .

3) My son and I was shown a middle table against the wall, where we would abut to the table on either side. I requested one of the end tables as it would be more comfortable. The waitress quickly reset us. Thanks!

4. The hostess walked through at least twice and looked at me both times as if annoyed.

5. We had catfish ( B-) alligator ( B+) mac and cheese (C), and beef cheek (C).

6. My son enjoyed the alligator, me not much. The catfish is as hot, but not seasoned well.

7. No one acknowledged Justin's birthday.

8. I asked for coffee, but waited so long for 
cream. The coffee was too cold too drink.

9. The waitress made an attempt to ensure our Dining experience was pleasant, she reseated us promptly and made heart felt recommendations. The timing of the food was off but because there was a food runner perhaps that was not on her.

10. The hostess and/or Waitress acknowledging that it was a special occasion (I wrote a whole paragraph on Open Table about the importance of that night) would have gone a long long way. And if you can't seat someone where they requested, you acknowledge that and say: I see you requested so and so, but unfortunately....

11. All and all, it was not a pleasant night.

12. My feelings only: surely not what the Restaurant was trying to tell me: but I felt unimportant and taken for granted."
85,Buttermilk & Bourbon,4 star rating,9/4/2020,"Lovely outdoor and indoor dining restaurant in Back Bay that has such unique cocktails and small plates! We had reservations at 8 and were seated shortly after. They were just turning over many tables at once so the service was slow to start. Once they got acclimated and had things under control, dinner service was smooth sailing. 

For the table we had fried chicken sliders, Mac and cheese, biscuits, beef sliders, hummus, salad, Nashville Hot chicken wings, shrimp and grits, fried calamari, and beignets. I recommend everything we had. It was just the right amount of food for 4 people. Love those Beignets!"
86,Buttermilk & Bourbon,4 star rating,11/13/2021,This place was really good however I was expecting a brunch menu. I did not realize it was only Sunday. We got the chicken sliders biscuits and brie. The bread was a little burnt on the brie. The biscuits were amazing and so was the chicken. The brie was okay.
87,Buttermilk & Bourbon,5 star rating,7/26/2021,"Went for their Sunday brunch and could not have been more pleased with the outcome. We had the chicken and waffles, my wife had the cinnamon French toast, everything was absolutely AWESOME!!!

 I almost forgot about the honey biscuits, the best biscuit I have ever had!!!!!Bloody Marie's were top 5!!

This is a MUST have when you visit Boston"
88,Buttermilk & Bourbon,4 star rating,10/4/2021,"Buttermilk & Bourbon has been on my list for a while and it didn't disappoint!

It is so beautiful inside and the food is delicious!

We got the gator fries. It didn't occur to us it was real alligator until after eating it but that is totally fine with me and I'm impressed by the commitment to the Southern theme. The biscuits were amazing. I'd go back just for that. They were warm and flakey as you'd expect.

Buttermilk & Bourbon seems to always be busy which is a great sign for them, but definitely makes it a little difficult if you're looking to show up spontaneously or have a lot of attention from the servers. With that in mind, I thought our brunch was great. Food & drinks were prompt and delicious. What more can you ask for?"
89,Buttermilk & Bourbon,3 star rating,2/28/2021,"Overall decent experience. Traveling through town especially in fat tuesday I was excited to learn about this place. The chef had been on shows like top chef, bar rescue and etc. It was a top reviewed restaurant a
That was new Orleans expired. I thought what a perfect match this will be amazing! Had candied hibiscus drink. For food we had
Appetizers:
Oysters & lemon shandy poached shrimp- oysters did not taste good i actually tossed them back out. I was excited for the shrimp as I thought theyd have great unique flavor. Nope! Your typical shrimp cocktail.
Main course: crawfish risotto. Now I love Risotto and adding crawfish sound like a perfect match. Unfortunately this dish was beyond bland. It taste like I was eating bland box risotto and they threw a few pieces of crawfish & tomatoes in there. The risotto was hard and chewy I was highly disappointed 
Lastly for desserts. Had the king cake inspired beignets. & gave the breadpudding a try.
The beignets were delicious and i enjoyed the nice twist of having filling inside. 
The bread pudding however was very disappointing. This was unfortunate as bread pudding is my favorite dessert. The bread puddibg tasted like burnt coffee on bland bread heard to explain but it was gross. The first time I had bread pudding only took 2 bites"
0,Saltie Girl,5 star rating,3/23/2022,"The saltie Girl is the best , they have the best bar tenders especially tico and zoey. Very welcoming and sweet and very attentive !"
1,Saltie Girl,5 star rating,4/6/2022,"Just giving an updated review. The food is still really good here. The service is exceptional. He really can't go wrong with a place like Saltie girl. I fortunately went on a rainy day so they were able to accommodate us on a walk in because eod some cancellations and missed reservations from the inclement weather. Typically they're booked out with reservations on a regular basis. 

The cod was recommended by the waitress, it was flaky, buttery, and overall delicious. The truffle fries were probably some of the best fries that I've had. I just wish that they had some more condiments like ranch on hand but no biggie. The torched salmon with avocado was a great flavor a combo, albeit small. 

Overall it was another wonderful experience at Saltie Girl."
2,Saltie Girl,1 star rating,4/8/2022,"If you are looking to feel marginalized, you might get that experience here.

April 2021, I went here and after being told to wait five minutes for a patio table I requested, I watched the hostess give it to another party that came after me. I thought maybe that party had a reservation and I was waiting for a different table to be set up, so I waited 10 minutes before asking the hostess how much longer it would be. Turns out the hostess wasn't planning on seating me at all and by her own admission said she completely forgot about me; she forgot I was waiting for a table even though I was standing by a tree maybe 10 feet away from her the whole time. This would have been my first visit to this restaurant and I was excited to try it after hearing good things about the food; unfortunately, because of this experience I decided I will never dine here."
3,Saltie Girl,4 star rating,4/4/2022,"One of my favorite restaurants in Boston. I'm only giving it 4 stars because the quality isn't consistent, especially considering the price. I find weekdays a bit riskier in ensuring you're eating the best & freshest quality they have to offer as well as differing portion amounts.

One of the star dishes in my opinion is the Raw Day Boat Scallops, but when I've ordered it during the week, they've tasted milky and off. Some of the raw oysters can also smell fishy. 

Otherwise, the food here is truly top tier on a good day. I love the Whole Fried Black Bass, Charred Octopus, Raw Tuna and Clam Chowder. Tip: add hot sauce into the clam chowder to elevate it! I was surprised at the Asian take on the bass with a very traditionally executed (and delicious!) sauce. Don't skip on dessert or cocktails either, they're just as good as the main food. The chocolate cake and brown butter cake are both moist and delectable. 

I always recommend this restaurant as a must-visit for the city. Be sure to make a reservation early, they fill up fast!"
4,Saltie Girl,5 star rating,3/31/2022,"We heard this was a must in Boston from several friends and I'm so glad we went. My parents and I seriously had ourselves a seafood feast. You could probably get the same quality at a lower price point somewhere else and I still need to try Neptune but Saltie Girl does offer reservations and we came away extremely satisfied. 

1. Clam chowder: Possibly the best chowder I've had anywhere. I grew up eating the Campbell version as an after-school snack so clam chowder holds a dear spot in my heart. This is hearty, soothing, with a chunk or two of fried clam. I saw this on every table. 

2. Boston lettuce salad: This is the salad that all restaurant salads should aspire to (looking at you, Via Carota). I am indeed that person who will wax poetic about a salad but this was heavenly - an abundance of fresh, different lettuce leaves, with thinly sliced rounds of carrots, cucumber, chicory, and other root veggies. Beautiful knife work. Light dressing. Not a single brown sliver to be seen. Did someone examine each leaf before it went on the plate? 

3. Snow crab toast: A combination of a few of my favorite things on earth. The bread was crusty, thick, well-buttered, and held up well even after we let it sit for a bit (too many delicious things on the table). Generous helping of crab, along with pistachios and stracciatella. I am drooling even as I write this. Get one or two of these for the table if a bigger group. 

4. Torched salmon belly: Grilled avocado + the tenderest salmon belly. Yes, it's $19 for a few mouthfuls of food. Yes, absolutely worth it. 

5. Whitefish salad: Of all the things we ordered, I think I could have done without this dish, if only because I've been spoiled by NY bagels and lox/whitefish. The whitefish was very salty but nicely balanced out by all the accoutrements. Try to eat this first, as the toasted bagel got stale fast. 

Service: Warm and attentive. I echo all the reviews that say they really do treat you like family here. 

The only downside to this place is the lack of parking but that's a blip on an otherwise exceptional dining experience. Can't wait to come back."
5,Saltie Girl,3 star rating,4/11/2022,Hour long wait just to get a few oysters on a Sunday night. We walked along newbury street until our table was finally ready. It ended up being $60 for a dozen oysters. I get that this is market pricing but it's getting a little out of hand.
6,Saltie Girl,5 star rating,3/23/2022,"For those who have not been here since 2019 (me, preCOVID). They've moved and now have lots of room and reservations!  The old location is more of a fish and chips and bar. 

Lobster roll was nice, not too buttery and the crispy roll nicely held it together. 
Really enjoyed the clam chowder. Has a hearty depth of flavor and small fried clams as a topping is a brilliant touch. 
Of course the torched salmon belly is just as good as before but has evolved in its presentation. 
Linguini and clams was ok.  More butter than I usually prefer. 
Oysters are cleanly prepared--glacier bay is mild and slightly sweet."
7,Saltie Girl,5 star rating,3/9/2022,"THIS PLACE LIVES UP TO THE REVIEWS. EVERYTHING WAS SO SO GOOD. 

Searched must-eats in the city and saltie girl was named so many times so I made a reservation a few weeks ahead of time. the staff was really friendly and answered all of our questions. I ordered the clam chowder to split with a friend and a lobster roll. the rest of my party also ordered oysters to go with their meal and they loved the oysters, especially the devon port. my clam chowder was flavorful and so creamy. I ordered the lobster roll and it was buttery and just melted in my mouth. there was ample lobster pieces in it and the bread was to die for. I will be recommending this place to everyone I know. 

please bring back the crab carbonara!! I heard and saw so many good reviews for it and can't wait to try it."
8,Saltie Girl,5 star rating,3/5/2022,"Don't come here if you're afraid to spend $$$. If not, totally check this place out and order EVERYTHING. You won't be disappointed. The service was great but the food!? Oh man. 
The oysters were the most delicious and fresh I've had in a while, loved the garlic vinegary mixture in the dropper bottle. 
My friend ordered the fried clams and the flavor was out of this world good.  
The torched salmon belly over the most gloriously torched avocado I've ever known? To die for.
Lately, the hot buttered lobster roll was so succulent and perfectly presented. Wish it came with fries but the chips were actually worth trying! We ordered the fries anyway and I tasted a hint of truffle- delicious like everything else."
9,Saltie Girl,5 star rating,3/5/2022,"One of our go to seafood / hang out restaurant in the area. 
Variety of seafood choices, all of good quality. It's fortunate they are still such a great restaurant after their expansion during the pandemic.
Uni toast, scallop, fried clam, spicy crab roll are our must orders. Also love the torched salmon belly, clam chowder, steak tartare, and tuna flatbread.
Also like their various cocktails, e.g. grapefruit and pineapple."
10,Saltie Girl,5 star rating,2/21/2022,"Saltie Girl (4.5/5)
I was in the mood for a lobster roll this weekend, so I went to Saltie Girl and sat at the bar and I was not disappointed.  This place is always packed on the weekends, so I decided to have a late lunch around 2pm, and I still had to wait about ten minutes for a seat at the bar.  The wait was worth it though!

I ordered a glass of Momo sauvignon blanc to drink which was pretty good.  I then ordered the clam chowder and a hot buttered lobster roll.  The clam chowder was very good, it came with nice bits of clam meat, potatoes, and bacon.  It was incredibly tasty, and a perfect fit for a snowy day in Boston.  Then the hot buttered lobster roll came out,  which was delicious! The lobster was dressed with lots and lots of butter in a perfectly toasted bun.  It was served with a side of Saltie girl's own potato chips.  For the price (MKT of $38) I do wish it was served with french fries, but the chips were very good regardless.

This is a spot I would definitely recommend you stop by.  I would recommend either getting a reservation or coming at an off hour to try to secure a table here.  It's a very popular place, and for good reason. I can't wait to go back for dinner one of these days!"
11,Saltie Girl,5 star rating,2/12/2022,"The seafood and drinks were solid. Came here on a Saturday evening and it did not disappoint. 

Petite Seafood Tower: it came with 6 oysters; 3 from the west coast and 3 from the east coast, as well as 2 littleneck clams, 2 top neck clams, 2 jumbo shrimps and a crab salad. The crab salad was really good and the west coast oyster was more flavorful than the east coast because it was sweeter and meatier. I enjoyed the texture and the flavor of the clams, especially the top neck.

Moules Frites: it was very good. It came with mussels cooked in white wine, garlic, butter, lemon, herbs, and topped with Parmesan fries. The sauce was very flavorful and it served well as a dip for the fries.

Overall I enjoyed the meal here and will definitely be back again to try more dishes."
12,Saltie Girl,5 star rating,2/20/2022,"Hands down the best lobster roll I have had in Boston. While pricey and a bit out of the way from Downtown, I highly recommend making at least one trek into the area to pick up an amazon lobster roll here. 

The food item looks deceptively extremely small. The bread itself is tiny and can easily fit into a child's one hand. However this thing is packed to the brim with lobster. Tasty, juicy, fresh lobster flesh. The roll was seasoned exceptionally well and definitely the best roll in Boston."
13,Saltie Girl,3 star rating,3/27/2022,"Saltie Girl came highly recommended to me on my recent trip to Boston. Definitely make a reservation on Resy, this place is hopping. I started with their cranberry cocktail, which was one of the prettiest drinks I've gotten at a restaurant. Their clam chowder was delicious, complemented with a fried clam on top. I was about three spoonfuls into my chowder though when my main course arrived...a warm lobster roll. I understand that all of the food is cooked to order, but I wish my main course wasn't getting cold while I finished my appetizer. While the dining room was gorgeous, the lighting gets incredibly dim after sunset."
