,Name,Rating,Date,Review
4,Cantina Italiana,5 star rating,9/23/2021,"We popped in here for a drink and an appetizer. 
If you're looking for an amazing bruschetta and a refreshing cocktail, this is the spot. 

I loved their outside dining, but we sat in the bar for a cool down. 

I'm so glad we picked this spot."
5,Cantina Italiana,5 star rating,12/13/2021,"This was a great place to go on a Saturday night for some great italian food. I loved this place! The service was great and the pasta was very authentic. I also got an espresso martini and that was perfect. You have to make a reservation or else you are not going to get a seat. I made one about two weeks prior so I definitely recommend getting in your reservation ASAP!
Ambiance is great and it was fun to be in the North End."
6,Cantina Italiana,5 star rating,6/4/2021,"We specifically chose this restaurant due to its long standing history in the North End and are happy we did.  We landed here 2/3rds into our Freedom Trail walk.  It was early afternoon on a weekday so not too busy and we were probably all tourists!  We were seated immediately and brought water (score).  It is hard to explain, but bringing me water right away always sets a positive tone to my dining experience... might also have been that we had been walking for a couple hours and I was thirsty!

We ordered some Calamari, a Caesar salad and a couple of dishes -- the Cioppino and Gnocchi al Forno (with shrimp).  SO delicious... ALL of it.  I absolutely loved the Caesar Salad -- when done right and with homemade dressing that is not too heavy it is perfection and they nailed it.  We had the Tiramisu for dessert and that too was fantastic."
7,Cantina Italiana,5 star rating,11/8/2021,"Fantastic  food wine and service in a building that hasn't been remodeled in decades. Remember your here for the food, not the ambiance - everything came out fresh and delicious! Our server Omar was a pro and handled everything with ease!"
8,Cantina Italiana,3 star rating,3/5/2021,"Food was average or slightly above among north end restaurants.  We added $7 or so for half portion of the truffle gnocchi, which turned out to be the best (both taste and value). 

What was concerning was the practice during the pandemic.  MA and Boston requires 25% maximum capacity and 90min limited dining time. Cantina is for sure not enforcing either."
9,Cantina Italiana,5 star rating,1/31/2021,"Dined here last night. Fatima helped us--she's very nice and provide great recommendations.

Cantina Italians is advertised to be the oldest restaurant in the North End--we'll take it. Worth trying considering the ease of reservation and decent reviews on Yelp, as well as on other platforms. 

Food was delicious. See pictures. 

As for pandemic handling (12/30/2021) - One concern we have is whether the restaurant actually comply with the 25% max capacity. We were one of the first guests, but when we were done, almost every table was occupied. It did not look like 25% max capacity to us. They might've overbooked or did not turn newer customers away when arrived.  Place was, I must say, really crowded. Menu should be switched to 1-time used paper menu rather than reusable plastic menus. Plus side, there's hand sanitizer on every table."
10,Cantina Italiana,5 star rating,2/5/2022,"Good authentic Italian North End spot! Great food, reasonable prices and out standing service"
11,Cantina Italiana,4 star rating,11/1/2020,"After living out of state for the last two years I was really excited to return and enjoy a meal in the North End. The experience is a little different now due to the increased outdoor seating on the already crowded streets, but generally the good food and old-fashioned italian vibes are still there. I enjoyed my meal at Cantina Italiana aside from a few small hiccups, including a large party of loud birthday-celebrators (which was not the restaurant's fault but stricter limitations on group size/noise level would be appreciated). In general I was a little surprised at how close together the tables were inside the restaurant, given the current social distancing guidance.

Not every pasta dish on their menu contains pasta handmade on site (understandable given their size), so I specifically tried the Bombolotti Alla Buongustaia because it was described as their signature house-made pasta with handmade sausage. All the flavors together were SO tasty and that house-made bombolotti was in fact bomb. Definitely would get this again!

I also tried the Scialatelle with Salmon, also described on the menu as house-made. The pasta itself was good, but unfortunately the sauce was lackluster. It was salvaged by adding salt to bring out the mild flavor that was there, but really could have used some more robust seasoning."
12,Cantina Italiana,5 star rating,1/4/2022,"We had a great experience at dinner tonight with our server Omar! He was fun and very polite! We have came here several times and he always is very nice and personable with us, even when it is very busy! We would definitely come back here again. The food is amazing as well as the service!"
13,Cantina Italiana,1 star rating,4/11/2021,"This is not the place to be if you're looking to get martinis. Started with a cosmopolitan that came out sweet and nothing like what it's supposed to taste like. Espresso martini was on the lighter side with almost no espresso just a lot of baileys. 
They need a better system put in place for hectic weekend nights. I watched our appetizers be brought to multiple tables before getting to us. 
The truffle fries & prosciutto and mozz were the only things I would recommend getting. 
As plates were being brought out, the cacio e Pepe looked yummy but actually was the opposite. Noodles were too hard and the plate was warm so the cheese was getting sticky. Little to no taste, would not recommend."
14,Cantina Italiana,5 star rating,10/24/2021,They made me a custom spaghetti and clam sauce a mix between red and white. It was so good better then I expected i would highly recommend it. my waiter Manny was excellent
15,Cantina Italiana,1 star rating,9/6/2021,"This review is about the very messed up person who takes reservations and seats you, we didn't even make it  inside the restaurant because of her aggression towards us. We didn't feel safe going in because she was physically aggressive. If you catch her on a bad day she might end up ruining your evening so bear that in mind while making a reservation at this place. There are multiple reviews calling her out and I've never been treated this horribly anywhere so am gonna take the good money I was about to drop here, to so many other incredible places in the area.

We went there on a super busy night were walking to the check in counter outside the restaurant on the pavement when I saw a crazy lady yelling at the long line of customers waiting patiently and adhering to social distancing. *she did not have a mask on and was yelling so much her  spittle was flying at people*. She was unraveling and clearly needed to be sat down and taken care of or given a break to collect herself as she was abusing everyone at the restaurant and creating a huge scene outside ruining the experience of the people who had gotten in and were looking for a nice evening. 

We walked up to get to check in and instead of explaining the next steps and where to wait she started yelling at us without understanding that we were just looking to her guidance. I am still shaking and can't make sense of anything that happened. We just walked off after she started spitting at us because my family's health is paramount and no meal is worth contracting covid."
16,Cantina Italiana,3 star rating,9/25/2021,"We made a reservation for 8:15 but weren't seated until 9:00pm and weren't fed until 10:00pm. Pasta was good and portions were large, but the wait was too long! If there weren't a wait, it'd be a 4.5/5 instead.

PS - ambiance is homey but loud"
17,Cantina Italiana,1 star rating,3/20/2022,"So far the worst place we have been to in the North End. We had a reservation, but there was no table for us (~30min wait outside). The worst, however, was the food: the least authentic pasta carbonara with cream (why?!) and almost no bacon for the amount of pasta, and the cacio e peppe was basically just plain pasta with a few ungrounded pepper corns. But that was not all. The wine (Barbera) was undrinkable and the prosecco was completely flat like a white wine. How on Earth can this place survive?! There are so many gems out there in the North End (Carmelina's, Giacomo's, Neptune, ...), just don't waste your time or money here..."
18,Cantina Italiana,5 star rating,12/27/2021,We dined at Cantina Italianna on Christmas Day. I ordered Saltimbiccq Chicken - pan seared chicken and sautéed with foraged mushrooms in a marsala wine sauce topped with Prosciutto di Parma and mozzarella. The dish was great. Bigger portion compared to those served in New York.
19,Cantina Italiana,1 star rating,11/27/2021,"We had a reservation, they told us that reservations are first come first serve. Sorry what is the point of a reservation? This place is a fucking scam why do you have reservations if they're not reserved for people who actually made them. Host staff is just as useless and unaccomdating. We were one minute late after getting a text that said our table was ready and by the time we got there they already gave our table away. Their  host was laughing at us. I hope you all choke on your meatballs."
20,Cantina Italiana,1 star rating,11/27/2021,I would give them 0 stars if I could. We had a reservation at 7:30 and we got to the hostess stand and the hostess said our reservations don't necessarily mean that you will be seated at that time and that we would have to show up within ten minutes once we were notified that our table was ready... we waited patiently for the table and were texted that our table was ready and when we walked over within 30 seconds... they gave away our table. This restaurant has the most unprofessional hostess who also chose to laugh at the situation when we were waiting in below freezing temperatures for over 30 minutes.
21,Cantina Italiana,1 star rating,6/17/2021,"I literally have never been as disappointed as this meal.   The location was recommended by locals, and even our hotel.  
Each sauce tasted the exact same (alla vodka / spaghetti sauce) and the noddles were over cooked and mushy.  
We hoped for fresh hot bread at the table, and that was not the case.  
It was the ONLY meal during our five days in Boston that we regretted.  It still upsets me that we spent $145 for a family of four on what we hoped would have been our favorite meal."
22,Cantina Italiana,5 star rating,7/12/2021,"This was amazing restaurant as the meal was full of flavor, and cooked perfectly. The device was attentive and joyful. Highly recommend this great place. Also not overpriced, worth every penny!"
23,Cantina Italiana,4 star rating,7/6/2021,"We thoroughly enjoyed our dining experience here! Was it the best Italian food I've ever had? No, but it was incredibly delicious and everyone was happy. We had the mozzarella and prosciutto appetizer, lasagna, fettuccine carbonara, vodka sauce and spaghetti in my group. Generous portion sizes! The service was excellent too. They were out of bread but then told us they called local bakeries to see what they could find for us. It just showed they cared. Some of the outdoor tables were slanted and I saw two different cocktail glasses slide off the table and shatter."
24,Cantina Italiana,5 star rating,9/18/2021,We got there not too long after they opened so there was no wait. All of the staff was very friendly and attentive. Our waitress was funny and enjoyable. The food was delicious and did not take long to get.
25,Cantina Italiana,5 star rating,10/9/2021,"Oh my goodness! My husband and I came up from DC to visit family in Boston this weekend. My brother-in-law from NY made the trip with us. The ultimate goal - find the best Italian food in the north end. We succeeded. Cantina Italiana was, quite literally, the best I've ever had. And we have to give the goddess who makes this place run so beautifully SO MUCH love. Maria Delvecchio is an absolute queen. She made our visit so incredibly special. We love you, Maria. We'll see again you soon, Cantina Italiana!"
26,Cantina Italiana,5 star rating,11/14/2021,"We made a last minute restaurant switch and did not regret it! Loved the vibes, the classic Italian feel, the service was great and the gnocchi made me FEEL THINGS."
27,Cantina Italiana,5 star rating,9/25/2021,"First time having risotto and I loved it. The mussels were great, they gave me plenty of mussels. The staff was friendly and they were kid friendly as well."
28,Cantina Italiana,1 star rating,10/10/2021,"WORST DINING EXPERIENCE EVER!!!!

This is only my second review, so bear with me...  No reservations and while second in  line, we witnessed a bitter, old hostess/owner berating a server and then complaining about her to the first in line customers.  We were told 10-15 minutes for a table.  After 30 minutes of people watching (the location IS great) and hearing the hostess saying there was no wait, I asked and we were immediately seated. My first WETF.  The berating continued...  Imagine eating at a ""quaint Italian restaurant and hearing yelling from the hostess, ""YOU GOTTA KEEP THE AC ON!  YOU GOTTA KEEP THE AIR FLOWING!  Or ""WE GOT A PARTY OF 13 COMING IN!  DO THIS AND THIS AND THAT!""  My second WTF.

I was embarrassed for myself.  Why didn't I speak up?  ""STOP OPENLY CRITISIZING YOUR STAFF TO YOUR CUSTOMERS!  WE ARE ATTEMPTING TO ENJOY A NIGHT OUT!  And/or ""COULD YOU KEEP IT DOWN WHILE WE ARE ATTEMPTING TO ENJOY A MEAL OUT?"" 

The food?  Poor at best.  Maybe it was what we ordered.  The $35 veal was dry and tasteless, the pasta was overcooked and miniscule (isn't pasta cheap?) and the sauce tasted burnt.  My ultimate WFT.

Other than our server, EVERYTHING SUCKED!!!"
29,Cantina Italiana,5 star rating,7/5/2021,"What a treat. Yummy food, generous portions, attentive service, options for eating inside or out. What's not to love?"
30,Cantina Italiana,5 star rating,11/3/2021,My wife and I got lucky when we chose this restaurant! This is a true North End gem. The restaurant is very authentic and the food and wine were excellent. If you are ever in Boston make sure that you go there for a nice dinner!
31,Cantina Italiana,4 star rating,9/19/2021,"Service was delayed but food was solid! Waited 30mjn past our reservation to be seated and 35 minutes after ordering for food (nothing too crazy on a Saturday night). Mariana our server was friendly. Hostess definitely was not, but she was able to manage the large amount of folks waiting for their tables so it was effective. For the price and atmosphere, maybe I'd try somewhere else when I return to the North End, but being able to make a reservation was a plus."
32,Cantina Italiana,5 star rating,12/8/2019,"The North End is filled with its hits and misses, sprinkled in between the classics like Mike's Pastry and Vittoria Cafe, but Cantina is a total home run in my carb-loving book of Best Italian Eats. I came here for my birthday dinner and it's like being transported to old Italy -- you walk into the sounds of Italian being spoken, smell the comforting zing of tomato sauce, and imagine someone's nonna cooking up a homemade pasta dish for you. There's a certain charm to the whole place that I haven't really found replicated in any other restaurant in Little Italy. 

Maybe it's the booths -- being seated in one puts you in a little world of your own, where despite it being super busy / a packed house, you feel like you can have an intimate conversation with your table, and savor over all the dishes you ordered together, sharing pieces of your dish with your friends and family, just like you'd imagine a homey Italian dinner.

We were on a time crunch with tickets to a show, but somehow our (amazingly efficient / sweet) waiter was able to work with the kitchen to get our dishes out quickly and impeccably cooked. 

I had the Bombolotti alla Buongustaia (Bombolotti pasta, spicy Italian sausage, fresh basil, marinara sauce, parmigiano), while we shared a few apps I can barely recall since we devoured them so quickly. I had never had bombolotti, but this was hands down my favorite of everything we ordered. The pasta was cooked SO perfectly, and that sauce! Suffice to say, I'll never train for a sprint or a marathon, but I can proudly say I can devour a multi-course Italian meal in under 45 minutes. Which should be record-holding, in some country, I'm sure. 

It's generally impossible to get my niece to a) eat her dinner or b) talk to any strangers, and she literally left hi-fiving the waiter and saying how amazing the spaghetti was, so home run it is:)."
33,Cantina Italiana,1 star rating,9/26/2021,It won't let me leave a 1/2 star but these people SUCK SUCK SUCK Had us wait 40 minutes for a table then after an hour of waiting for our food they came to us to say they lost the ticket and no one made our food. AND they wouldn't rush it so it would be another 30-40 minutes and suggested we go eat somewhere else!! I literally hate you people.
34,Cantina Italiana,2 star rating,8/29/2021,"Not a great experience. For starters, none of the waitstaff nor the hostess were wearing masks. They didn't even acknowledge it when we all had ours on. The Covid test positivity rate is 6.4% in the North End right now...
Beyond our fears that we were contracting Covid, we were disappointed in the service and the food. The drinks came quickly enough, but we waited a full hour for our food. The pasta fagioli soup had nearly any flavor. We never got the parm cheese we requested. The spaghetti and meatballs were very average and the spaghetti was slightly hard. The worst part, however, was the gnocchi. It was undercooked and the insides were powdery and dry. We were definitely disappointed overall, and the bill was huge and felt entirely not worth the $. Sad because it was our last big night out in the North End and we wished we had gone back to Monica! Next time..."
35,Cantina Italiana,5 star rating,11/25/2021,I haven't been there since I left Massachusetts the food it was delicious the service was fantastic the place brought back so many memories.
36,Cantina Italiana,2 star rating,12/27/2021,"For being an Italian restaurant in the North End this was just ok. I ordered penne arrabbiata, the sauce itself had fine taste but it was not spicy at all and there were slices of jalapeño peppers in the dish. I love jalapeños but the menu said nothing about them and they're not traditionally in an arrabbiata sauce. I'm giving our waitress the benefit of the doubt and assuming based on service she was very new. She only listed 1 special while the table behind us heard 4 specials from their waiter, she told us there was no more soup and we watched multiple tables (who were seated after us) get delivered the same soup we asked for...maybe it was just an off night for them. If you're looking for an old school Italian feel this restaurant definitely has that vibe."
37,Cantina Italiana,2 star rating,12/17/2021,"Originally, they were accommodating and took us 20 minutes late from our reservation. The food was great and we had a great time. As we were finishing our drinks, we were told we needed to hurry up and were rushed out of the restaurant. Did not appreciate the lack of accommodation to us finishing up our drinks and dinner."
38,Cantina Italiana,4 star rating,10/16/2021,"Quite the crowd outside waiting for a table at 7 pm  Dined here last night while vacationing in Boston.  As good as any place in little italy in NY.  Very good apps, pasta and veal entrees and attentive service."
39,Cantina Italiana,5 star rating,10/26/2021,One of the best Italian restaurants we ate at on our recent trip to Boston. Delicious food and their fresh soft pasta is always a plus.  The hostess was hilarious and the ambience was relaxed yet refined. Cannot wait to return to get more pasta
40,Cantina Italiana,1 star rating,7/18/2021,We went here for my wife's Birthday and while the food was great the overall experience was not great.  The woman working at the outdoor desk told me check in for the reservation was at the bar which it was not it ended up being at the outdoor desk. The same lady came up to me when I was going back to the check in and grabbed me very inappropriately. I asked for a manager and the worker I asked introduced me to Omar as a manager.  Omar was very apologetic but the lady seemed to not care at all. When we finally checked in for our reservation the workers out there were apologetic. My point is if you are going to spend $$$ on a nice night out don't roll the dice on possibly getting a lady who is going to be rude with unwelcome touching.  It's sad because for special dinners this was our place for the past 6 years and now it's not.
41,Cantina Italiana,1 star rating,7/31/2021,Do not order from this restaurant on any food courier app. The food was absolutely appalling. I never knew salmon could have a rubbery texture until I ordered from here today. The food was not packaged correctly therefore it did not taste fresh nor did it look appetizing. I ended up trashing $80 worth of food. Don't waste your money.
42,Cantina Italiana,4 star rating,7/12/2020,"It feels great to be back in the North End!  Came here for a Friday night meal with some friends and we loved it.  Come while the weather is great and grab a seat outside.  

I was with a group of three, and we started with the Polpette meatballs and they were fantastic.  Conveniently they came with three, one for each of us in the party.  The food comes out quickly and hot.  For my main dish, I ordered the Cacio E Pepe and it was fantastic.  I'm a bit biased because this is my favorite pasta dish, but WOW!  Not only were they heavy on the cheese, the dish had whole black peppercorns in it.  I went halfsies on Pappardelle Bolognese with my friend, and again, that was also great.  The pasta was fresh, light, and cooked perfectly al dente.  

Great spot to hit with family or friends.  They have a great cocktail selection (they make a mean espresso martini), and a good assortment of Italian wines.  All the waiters were in masks, and they had hand sanitizers at each table.  Overall great experience, can't wait to go again."
43,Cantina Italiana,1 star rating,11/27/2021,hostess was horrible. Reservation didn't mean anything. laughed in our faces as we waited patiently
44,Cantina Italiana,5 star rating,7/17/2021,"Excellent experience at Cantina , loved the food and Maria our server was over the top awesome, would highly recommended."
45,Cantina Italiana,2 star rating,7/11/2021,"Seats were all broken, one cheek on concrete, one cheek in an abyss of loose, ripped leather. Watered down drinks, as in you order drinks and receive water. Pathetic risotto, and oil drenched spinach. Salmon was crispy and good, but that's only if you're willing to wait an hour for food. Disappointment of a lifetime. Would rather eat plane food, which is actually good these days. At least it wasn't too expensive. Don't waste your time."
46,Cantina Italiana,1 star rating,7/4/2021,Horrible spaghetti and even worse lasagna. It was the worst  Italian food I've ever had.  Long wait as well.  I sent back the lasagna to the kitchen. There are better options for Italian. Avoid!
47,Cantina Italiana,4 star rating,6/14/2020,"So excited to dine in the North End again! Props to Cantina Italiana for serving their full menu, both food and drink, despite the reduction in tables from the pandemic. The outdoor seating is a little closer than other places I've seen due to limited real estate on Hanover Street, but I felt and that everyone out was keeping respectable distances.

The staff was fantastic, our waiter was very attentive and gave great recommendations. They gave us fresh bread and oil for the table. I ordered a Harry's Bellini to drink and the Bombolotti alla Buongustaia pasta dish for my lunch. I would recommend both, I was completely satisfied with my meal. The pasta is a heavy dish that came out in a sizzling hot pan with layers of gooey goat cheese and spicy sausage baked in. I'll definitely be back!"
48,Cantina Italiana,3 star rating,10/2/2019,"Delicious food but unfortunately also an extremely long wait to get said food!

I came with two friends on a Sunday night and we were seated immediately, but our food took more than 30 minutes to be served. Perhaps this was exacerbated by the fact that we sat right next to where the food comes out of the kitchen so we were disappointed many times as servers came out with food but it wasn't ours.

In addition, my friend somehow got a half order instead of a full order. The bad news is that as a result the full order took an additional 10 minutes to come out (the other two of us were almost done with our food by the time his full order came out). The good news is that the waitress was able to get him an extra large order as compensation.

I had the shrimp scampi and would definitely recommend it to anyone who comes here. The noodles are well cooked and the sauce is well flavored -- not too salty or oily but still flavorful.

Besides food taking a long time to be served, service was good. We had complimentary bread and our waters were refilled promptly throughout the meal.

I would give this place another try but only if I have a lot of time to spare and good company to come with."
49,Cantina Italiana,1 star rating,6/4/2021,"Don't go here. Super unsanitary, lipstick stain on the glass. Told our waitress and she said it's happened 6x this week!! Food is mediocre at best, I can make it better myself and I'm not even Italian. Don't go here."
50,Cantina Italiana,4 star rating,7/8/2020,"This was one of the few restaurants that was not packed in North End on a weekend night! For that I am grateful, the pasta was good although the service could be better. We were seated in a place that was hard to see, so it wasn't too big of a deal. The flavors weren't too strong, but I didn't mind and overall I would come again!"
51,Cantina Italiana,4 star rating,8/25/2021,"Good solid offering in the North End.  We were a group of 4.  We arrived around 5pm on a Tuesday.  We were able to get an outdoor table.  

In general, service was good, other than not clearing away the appetizer plates before the main course arrived, which made us do some gymnastics with plates.  Otherwise, we were provided bread, water glasses were regularly filed, drinks/refills from the bar arrived on-time.  The waitress checked on us often as expected and meals/courses arrived hot.

Food was very good.  Portions were appropriate.  Nobody in our group left unhappy or hungry.  

I would certainly return.  Nothing significant to complain about.  Perfect, no, but very good yes."
52,Cantina Italiana,2 star rating,10/17/2021,"I couldn't decide whether to give this place 2 or 3 stars. We had an 8:30 reservation on a Saturday night. After telling the hostess we had a reservation, she pointed at a line to stand on. After about 20 minutes, we asked how long the line will take. The same hostess said there were no lines and we had to check in, after pointing us to a line and not asking to check us in before. Later on, without any provocation, she tells me I am acting rude and that will not help her get us a table any sooner. It's good to note at this point there were 2 girls who had been sitting with their check waiting for someone to collect their cards for about 30 minutes. Right in front of the hostess's face. Anyway, after another few minutes on line, the hostess came up to me and started telling me it's not her fault the restaurant is packed and then she grabbed both my cheeks and pinched them. (Covid?) Again, whatever, just trying to get inside and enjoy some food. 
We finally got seated in the way back of the restaurant right next to the kitchen. The kitchen door slammed loudly about every 45 seconds. It took forever to get our wine and the prosciutto and mozz was nothing special. My main course of steak had a sauce that tasted exactly like this chicken sauce I make that I found online. It's a good thing it's a delicious sauce! Our dessert drink, a Nutella martini, was delicious. The pasta dishes were creative shapes and cooked perfectly, but the vodka sauce was nothing special. Throughout the meal, the hostess who I imagine is also the manager, would walk throughout the restaurant rearranging tables. When talking to a server she dropped a very loud F bomb while yelling at him. When they would rearrange tables, they paid no mind to the patrons sitting around, bumping into them with the chairs they were moving. Our waitress was very sweet though. On second thought, i don't know why I even thought of 3 stars. Definitely 2 stars. Terrible service and atmosphere, but the food was pretty good."
53,Cantina Italiana,1 star rating,12/29/2021,My experience was terrible. My water glass looked as if someone's lip prints were on it. The service was terrible. I'm still waiting for the bread to be brought to my table. Part of the ceiling looked as if it was going to fall. My chicken dish had a ton of oregano. It is definitely off my list.
54,Cantina Italiana,4 star rating,12/27/2021,Amazing food and drinks but the service was super slow - still will go back though!!! Highly recommend anything with truffle or their house made pasta!! Loved the espresso martinis!!
55,Cantina Italiana,5 star rating,3/31/2021,"We are so glad to have happened upon this spot for dinner with our family of four. They were incredibly accommodating and welcomed us (even with two young children) warmly. Not only was the service attentive, the food was excellent. Even a simple pasta with marinara for our children was wonderfully seasoned and you could tell the sauce had been cooked down for hours. The salmon was a hit with the entire family and our starters of broccoli and mushrooms were some of the best we have had. We highly recommend. It made our North End evening (and it's right down the street from Mike's, which was a score)!"
56,Cantina Italiana,5 star rating,3/28/2020,"Excellent dinner all around beginning with the service.

Everyone's meals ranged from very good to terrific. I got the terrific one!  Mine was fusili boscaila (pardon the spelling) - pasta with sausage and greens. The overall dish came together in a fine combination of flavor.

This restaurant features a healthy wine list ranging from about $35 a bottle to $150. Dinner ranged form about $20-$35 but mostly in the low 20s. 

Did I mention the large dessert drink selection? Love it.

I would absolutely come back!"
57,Cantina Italiana,2 star rating,10/17/2021,We had reservations for 8:30 didn't get sat until around 9:20. Would not recommend for someone who would find this irritating or inconvenient.
58,Cantina Italiana,1 star rating,3/28/2021,"Worst experience I've ever had in the North End. Don't bother making a reservation because they won't honor it.

We had a reservation for 8 pm and had to wait outside because of Covid rules (not a problem). The hostess was rude and unprofessional and was taking people based on how big their party was - saying they could seat a party of 6 that just showed up because that was the table size they had available (we were a party of 2). She wasn't using any of the party names and it was visibly confusing to everyone waiting outside. It made no sense and was basically first come first serve. So we were sat around 8:45 pm.

The reason we came here is because the website showed they were serving the Dine Out Boston menu even on Saturdays. Our waitress said they weren't, and when I told her they had been advertising it she said she ""didn't really know"". 

Their Covid procedures are also spotty. We were in a corner RIGHT next to a party at the bar. Capacity limits have been lifted in Massachusetts but tables are still supposed to be six feet apart. Most here weren't. They also let us order drinks and leave without ordering food (which we were happy about because we didn't want to order off the regular menu) but that's also illegal.

There are plenty of places in the North End you can get friendly service and great food - so don't bother with here."
59,Cantina Italiana,1 star rating,3/20/2021,"Worst experience I've had at a restaurant in the North End. 

Overall, the staff seemed quite nice, but the managers were not, and the restaurant itself seemed incredibly poorly run. With all the great options in the North End; I'd say to avoid this one at all costs.

I planned on coming here for Dineout Boston. My girlfriend checked ahead that they had their Dineout Boston menu available for Saturday's, and the website confirmed they did. So, I booked a reservation for 6:15. We got there for 6:10 with a conglomerate of people standing outside waiting. I thought, ""Oh, good thing I made a reservation before had."" But, when I went to check in with the manager, she told me, rather rudely, to step aside and step-down as she wanted to get a group of people in after essentially scolding me for nothing. She apologized, then went inside. The kind woman at the front desk then checked me in. 

We had to wait until 6:45 before FINALLY getting the 6:15 table I reserved. As soon as we were seated, we told the waitress we wanted the Dineout Boston menu. She then had to walk over to the same manager from earlier, and we heard the manager say they weren't doing that menu tonight. We then discussed with a separate manager how the website specially says the Dineout Boston is listed as a option today; only to be told tough luck. So, we left. 

We have a sneaking suspicion that they purposely overbook people and had that Dineout menu listed even though it wasn't available, just to get people in the door and force a Sunk Cost fallacy on them to stay and order far more expensive food."
60,Cantina Italiana,5 star rating,8/19/2021,"I booked a business dinner for 16 out of towners.   I have heard nothing but raves about the experience and the food.    The staff is very attentive and every detail was taken care of.   This was the perfect ""North End Experience"" without a crazy, over the top price.  

Thank you!"
61,Cantina Italiana,5 star rating,8/17/2021,The service was amazing and very quick! The food came in large portion sizes and were very flavorful. Highly recommend the pasta dishes along with the calamari! There are both indoor (with open windows) and outdoor seating.
62,Cantina Italiana,5 star rating,8/17/2021,"Delicious food! Our waitress was lovely but a little slow with service but the food was outstanding! We started with peach bellinis, cosmos and the bruschetta. Both cocktails were amazing and the bruschetta was some of the best i've ever had. Each piece had individual balls of mozzarella and the tomatoes were marinated in a touch of balsamic and olive oil. I ordered a dish with pesto, burrata and pine nuts served in a pan. It was delicious!! My friends ordered the carbonara and chicken parm. Both equally delicious and the carbonara was my favorite! We will be returning, hopefully soon!"
63,Cantina Italiana,2 star rating,10/12/2021,Well what can I say. You would think that I. Little Italy in Boston you could get good food. Not at this place. Service was good but my bolognese had absolutely no flavor.  I make a better sauce by far. My husbands scampi was bland also.
64,Cantina Italiana,1 star rating,9/12/2021,"I rarely write reviews unless something is outstanding.  This was such a bad embarrassing experience that I am making an exception.

We were visiting Boston and wanted an authentic Italian dinner in the North End.  The hotel concierge made reservations.  We had guests - Close family friends who've been in Boston for 2 years for law school with a 7 month old.  Three of us got out of the car to let them know we were there for our reservation and let us know where my husband could park the car - as we didn't know there was no parking - we are from out of state. When we walked up the Hostess was screaming at two waitresses - belittling them in front of all the restaurant guests who were sitting outside.  After a few moments we asked her where to park and she chewed our heads off.  We said here for our reservation and she yelled at my guests for standing on the sidewalk being in the way of her waiter.  If the restaurants around us hadn't looked over crowded and we hadn't had a 7 month old with us, I would have walked away.  She continued to berate staff throughout the evening and continued her absolute rudeness to us through out.  When our waiter did not come back for almost 30 minutes we asked her to send over our waiter and she screamed that we sent him away.  Which we did by asking him to give us a minute to look at the menu but not 20-30 minutes.  

Once we ordered and the food finally came - all of the dishes were bland and the sauces all tasted like the same dish.  The ""homemade"" pasta noodles were gooey and somewhat stuck together.  And the noise was so loud we could barely hear ourselves talk and had to keep asking the waiter to repeat himself.  The cost for this rude experience and mediocre food was about $180 for four people with no alcohol ordered.  Just 4 pasta dishes, 1 salad, 1 appetizer, 1 dessert. +$24 to park at the Waterfront.  I asked the kids who had been living in Boston - is this an Italian thing, a Boston thing, or is this lady as rude I think.  The answer -  Just her - VERY RUDE HOSTESS; VERY OVERPRICED; VERY MEDIOCRE FOOD. DON""T WASTE YOUR EVENING."
65,Cantina Italiana,3 star rating,3/28/2021,"Nothing special going on here . They try , service was good , but it's the type of food you get at a pizza joint . Had to pay $25 to park , which is probably what my dinner was worth ( for two people). Had the Pesto ( very dry ), caprisse salad ( mozzarella and tomatoes cut way to thick )and cannoli. Don't believe the hype . They are trying I give them that ."
66,Cantina Italiana,5 star rating,1/25/2019,"WOW! What an amazing Italian restaurant located in the North End of Boston! We found this place after doing our research on Yelp (of course!), and we are glad we did! I would definitely recommend reservations, as they are pretty busy on most nights. We did have to wait a little bit even though we had a reservation, but it was worth it. 

The host really made us feel like we were in an authentic Italian restaurant. He was very friendly and his accent was everything! We sat in a cute little booth that had coat hangers on the end (a first for me, being from Florida). Our waitress was little flustered, but we didn't take it personally and still enjoyed our meal. 

I enjoyed a glass of wine, while my boyfriend tried their mule and a bourbon spice. He said he wouldn't get the bourbon spice again, but the mule was great. I ordered the gnocchi, and let me tell you it was the best one I have ever had. It was made in house and the sauce was just to die for. My boyfriend got the spaghetti with red sauce, and he said the fresh pasta was perfect. 

We were too full for dessert, but they do have a promising menu. Overall, amazing Italian restaurant with authentic cuisine. You can't go wrong with this place!"
67,Cantina Italiana,4 star rating,8/28/2020,"4.5
Very well spaced outdoor dining area (considering the whole situation with COVID-19). The food was phenomenal and the waiter was very attentive. My only issue was with the portion size: the plates were huge which made the actual food look tiny. The gnocchi that I ordered was fantastic but seemed way too little for 26 dollars. Other than that, everything else was amazing, I highly recommend visiting!"
